Date;Filière;Frontière;Valeur (TWh)
2014-12;"Importations";"Suisse";-0,04
2015-01;"Importations";"Suisse";
2015-02;"Importations";"Suisse";-0,01
2015-03;"Importations";"Suisse";-0,01
2015-04;"Importations";"Suisse";-0,09
2015-05;"Importations";"Suisse";-0,21
2015-06;"Importations";"Suisse";-0,27
2015-07;"Importations";"Suisse";-0,23
2015-08;"Importations";"Suisse";-0,07
2015-09;"Importations";"Suisse";-0,16
2015-10;"Importations";"Suisse";-0,03
2015-11;"Importations";"Suisse";
2015-12;"Importations";"Suisse";
2016-01;"Importations";"Suisse";-0,01
2016-02;"Importations";"Suisse";-0,01
2016-03;"Importations";"Suisse";-0,01
2016-04;"Importations";"Suisse";-0,1
2016-05;"Importations";"Suisse";-0,24
2016-06;"Importations";"Suisse";-0,24
2016-07;"Importations";"Suisse";-0,5
2016-08;"Importations";"Suisse";-0,25
2016-09;"Importations";"Suisse";-0,28
2016-10;"Importations";"Suisse";-0,07
2016-11;"Importations";"Suisse";-0,09
2016-12;"Importations";"Suisse";-0,19
2017-01;"Importations";"Suisse";-0,21
2017-02;"Importations";"Suisse";
2017-03;"Importations";"Suisse";
2017-04;"Importations";"Suisse";-0,16
2017-05;"Importations";"Suisse";-0,24
2017-06;"Importations";"Suisse";-0,39
2017-07;"Importations";"Suisse";-0,27
2017-08;"Importations";"Suisse";-0,16
2017-09;"Importations";"Suisse";-0,11
2017-10;"Importations";"Suisse";-0,03
2017-11;"Importations";"Suisse";-0,12
2017-12;"Importations";"Suisse";-0,01
2018-01;"Importations";"Suisse";
2018-02;"Importations";"Suisse";-0,07
2018-03;"Importations";"Suisse";-0,01
2018-04;"Importations";"Suisse";-0,05
2018-05;"Importations";"Suisse";-0,26
2018-06;"Importations";"Suisse";-0,3
2018-07;"Importations";"Suisse";-0,4
2018-08;"Importations";"Suisse";-0,3
2018-09;"Importations";"Suisse";-0,21
2018-10;"Importations";"Suisse";-0,02
2018-11;"Importations";"Suisse";-0,14
2018-12;"Importations";"Suisse";-0,07
2019-01;"Importations";"Suisse";-0,14
2019-02;"Importations";"Suisse";-0,03
2019-03;"Importations";"Suisse";-0,01
2019-04;"Importations";"Suisse";-0,11
2019-05;"Importations";"Suisse";-0,04
2019-06;"Importations";"Suisse";-0,02
2019-07;"Importations";"Suisse";-0,17
2019-08;"Importations";"Suisse";-0,13
2019-09;"Importations";"Suisse";-0,03
2019-10;"Importations";"Suisse";-0,08
2019-11;"Importations";"Suisse";-0,17
2019-12;"Importations";"Suisse";-0,08
2020-01;"Importations";"Suisse";-0,06
2020-02;"Importations";"Suisse";
2020-03;"Importations";"Suisse";-0,01
2020-04;"Importations";"Suisse";-0,01
2020-05;"Importations";"Suisse";-0,03
2020-06;"Importations";"Suisse";-0,11
2020-07;"Importations";"Suisse";-0,25
2020-08;"Importations";"Suisse";-0,26
2020-09;"Importations";"Suisse";-0,37
2020-10;"Importations";"Suisse";-0,12
2020-11;"Importations";"Suisse";-0,01
2020-12;"Importations";"Suisse";-0,05
2021-01;"Importations";"Suisse";-0,14
2021-02;"Importations";"Suisse";-0,06
2021-03;"Importations";"Suisse";-0,01
2021-04;"Importations";"Suisse";-0,08
2021-05;"Importations";"Suisse";-0,08
2021-06;"Importations";"Suisse";-0,03
2021-07;"Importations";"Suisse";-0,02
2021-08;"Importations";"Suisse";-0,03
2021-09;"Importations";"Suisse";-0,03
2021-10;"Importations";"Suisse";-0,01
2021-11;"Importations";"Suisse";-0,04
2021-12;"Importations";"Suisse";-0,13
2022-01;"Importations";"Suisse";-0,07
2022-02;"Importations";"Suisse";
2022-03;"Importations";"Suisse";-0,05
2022-04;"Importations";"Suisse";-0,15
2022-05;"Importations";"Suisse";-0,08
2022-06;"Importations";"Suisse";-0,16
2022-07;"Importations";"Suisse";-0,39
2022-08;"Importations";"Suisse";-0,28
2022-09;"Importations";"Suisse";-0,17
2022-10;"Importations";"Suisse";-0,06
2022-11;"Importations";"Suisse";-0,02
2022-12;"Importations";"Suisse";-0,18
2023-01;"Importations";"Suisse";-0,09
2023-02;"Importations";"Suisse";-0,07
2023-03;"Importations";"Suisse";-0,17
2023-04;"Importations";"Suisse";-0,04
2023-05;"Importations";"Suisse";-0,02
2023-06;"Importations";"Suisse";-0,02
2023-07;"Importations";"Suisse";-0,02
2023-08;"Importations";"Suisse";-0,04
2023-09;"Importations";"Suisse";-0,02
2023-10;"Importations";"Suisse";-0,01
2023-11;"Importations";"Suisse";-0,02
2023-12;"Importations";"Suisse";-0,03
2024-01;"Importations";"Suisse";-0,02
2024-02;"Importations";"Suisse";-0,01
2024-03;"Importations";"Suisse";-0,01
2024-04;"Importations";"Suisse";-0,02
2024-05;"Importations";"Suisse";-0,01
2024-06;"Importations";"Suisse";-0,12
2005-01;"Solde";"Suisse";1,69
2005-02;"Solde";"Suisse";1,07
2005-03;"Solde";"Suisse";1,3
2005-04;"Solde";"Suisse";1,62
2005-05;"Solde";"Suisse";1,92
2005-06;"Solde";"Suisse";1,7
2005-07;"Solde";"Suisse";1,74
2005-08;"Solde";"Suisse";2,06
2005-09;"Solde";"Suisse";1,79
2005-10;"Solde";"Suisse";1,89
2005-11;"Solde";"Suisse";1,72
2005-12;"Solde";"Suisse";1,92
2006-01;"Solde";"Suisse";1,8
2006-02;"Solde";"Suisse";1,04
2006-03;"Solde";"Suisse";1,31
2006-04;"Solde";"Suisse";1,91
2006-05;"Solde";"Suisse";1,65
2006-06;"Solde";"Suisse";1,68
2006-07;"Solde";"Suisse";1,37
2006-08;"Solde";"Suisse";2,03
2006-09;"Solde";"Suisse";1,85
2006-10;"Solde";"Suisse";2,09
2006-11;"Solde";"Suisse";1,81
2006-12;"Solde";"Suisse";1,89
2007-01;"Solde";"Suisse";2,2
2007-02;"Solde";"Suisse";1,93
2007-03;"Solde";"Suisse";2,13
2007-04;"Solde";"Suisse";1,96
2007-05;"Solde";"Suisse";1,67
2007-06;"Solde";"Suisse";1,83
2007-07;"Solde";"Suisse";1,36
2007-08;"Solde";"Suisse";1,88
2007-09;"Solde";"Suisse";1,67
2007-10;"Solde";"Suisse";1,86
2007-11;"Solde";"Suisse";1,51
2007-12;"Solde";"Suisse";1,76
2008-01;"Solde";"Suisse";1,94
2008-02;"Solde";"Suisse";1,86
2008-03;"Solde";"Suisse";1,77
2008-04;"Solde";"Suisse";1,71
2008-05;"Solde";"Suisse";1,26
2008-06;"Solde";"Suisse";1,29
2008-07;"Solde";"Suisse";1,1
2008-08;"Solde";"Suisse";1,72
2008-09;"Solde";"Suisse";0,75
2008-10;"Solde";"Suisse";1,29
2008-11;"Solde";"Suisse";1,69
2008-12;"Solde";"Suisse";2
2009-01;"Solde";"Suisse";1,97
2009-02;"Solde";"Suisse";2,03
2009-03;"Solde";"Suisse";2,19
2009-04;"Solde";"Suisse";1,17
2009-05;"Solde";"Suisse";1,25
2009-06;"Solde";"Suisse";0,57
2009-07;"Solde";"Suisse";0,25
2009-08;"Solde";"Suisse";1,23
2009-09;"Solde";"Suisse";1,09
2009-10;"Solde";"Suisse";1,26
2009-11;"Solde";"Suisse";1,79
2009-12;"Solde";"Suisse";1,72
2010-01;"Solde";"Suisse";1,61
2010-02;"Solde";"Suisse";1,75
2010-03;"Solde";"Suisse";2,02
2010-04;"Solde";"Suisse";1,9
2010-05;"Solde";"Suisse";1,29
2010-06;"Solde";"Suisse";1,58
2010-07;"Solde";"Suisse";1,41
2010-08;"Solde";"Suisse";2,02
2010-09;"Solde";"Suisse";1,6
2010-10;"Solde";"Suisse";1,32
2010-11;"Solde";"Suisse";1,73
2010-12;"Solde";"Suisse";1,27
2011-01;"Solde";"Suisse";1,98
2011-02;"Solde";"Suisse";1,96
2011-03;"Solde";"Suisse";2,23
2011-04;"Solde";"Suisse";2,16
2011-05;"Solde";"Suisse";2,14
2011-06;"Solde";"Suisse";2,07
2011-07;"Solde";"Suisse";2,17
2011-08;"Solde";"Suisse";2,09
2011-09;"Solde";"Suisse";1,95
2011-10;"Solde";"Suisse";2,07
2011-11;"Solde";"Suisse";2,19
2011-12;"Solde";"Suisse";2,19
2012-01;"Solde";"Suisse";2,2
2012-02;"Solde";"Suisse";1,58
2012-03;"Solde";"Suisse";2,23
2012-04;"Solde";"Suisse";1,67
2012-05;"Solde";"Suisse";1,06
2012-06;"Solde";"Suisse";0,6
2012-07;"Solde";"Suisse";0,79
2012-08;"Solde";"Suisse";0,79
2012-09;"Solde";"Suisse";1,41
2012-10;"Solde";"Suisse";1,77
2012-11;"Solde";"Suisse";1,7
2012-12;"Solde";"Suisse";1,72
2013-01;"Solde";"Suisse";1,67
2013-02;"Solde";"Suisse";1,56
2013-03;"Solde";"Suisse";1,51
2013-04;"Solde";"Suisse";1,28
2013-05;"Solde";"Suisse";1,09
2013-06;"Solde";"Suisse";1,19
2013-07;"Solde";"Suisse";1,37
2013-08;"Solde";"Suisse";1,71
2013-09;"Solde";"Suisse";1,14
2013-10;"Solde";"Suisse";1,18
2013-11;"Solde";"Suisse";1,13
2013-12;"Solde";"Suisse";1,67
2014-01;"Solde";"Suisse";2,16
2014-02;"Solde";"Suisse";1,74
2014-03;"Solde";"Suisse";1,58
2014-04;"Solde";"Suisse";0,81
2014-05;"Solde";"Suisse";1,38
2014-06;"Solde";"Suisse";1,42
2014-07;"Solde";"Suisse";2
2014-08;"Solde";"Suisse";1,91
2014-09;"Solde";"Suisse";0,65
2014-10;"Solde";"Suisse";0,54
2014-11;"Solde";"Suisse";1,19
2014-12;"Solde";"Suisse";1,09
2015-01;"Solde";"Suisse";1,77
2015-02;"Solde";"Suisse";1,33
2015-03;"Solde";"Suisse";1,37
2015-04;"Solde";"Suisse";0,74
2015-05;"Solde";"Suisse";0,64
2015-06;"Solde";"Suisse";0,37
2015-07;"Solde";"Suisse";0,41
2015-08;"Solde";"Suisse";1,15
2015-09;"Solde";"Suisse";0,49
2015-10;"Solde";"Suisse";1,37
2015-11;"Solde";"Suisse";2,01
2015-12;"Solde";"Suisse";2,22
2016-01;"Solde";"Suisse";2,21
2016-02;"Solde";"Suisse";1,98
2016-03;"Solde";"Suisse";1,53
2016-04;"Solde";"Suisse";0,93
2016-05;"Solde";"Suisse";0,21
2016-06;"Solde";"Suisse";0,51
2016-07;"Solde";"Suisse";-0,32
2016-08;"Solde";"Suisse";0,31
2016-09;"Solde";"Suisse";0,19
2016-10;"Solde";"Suisse";1,05
2016-11;"Solde";"Suisse";0,96
2016-12;"Solde";"Suisse";0,58
2017-01;"Solde";"Suisse";0,57
2017-02;"Solde";"Suisse";1,87
2017-03;"Solde";"Suisse";1,79
2017-04;"Solde";"Suisse";0,51
2017-05;"Solde";"Suisse";0,26
2017-06;"Solde";"Suisse";-0,22
2017-07;"Solde";"Suisse";0,27
2017-08;"Solde";"Suisse";0,44
2017-09;"Solde";"Suisse";0,6
2017-10;"Solde";"Suisse";1,43
2017-11;"Solde";"Suisse";1,09
2017-12;"Solde";"Suisse";1,68
2018-01;"Solde";"Suisse";1,97
2018-02;"Solde";"Suisse";1,26
2018-03;"Solde";"Suisse";1,67
2018-04;"Solde";"Suisse";1,13
2018-05;"Solde";"Suisse";0,46
2018-06;"Solde";"Suisse";0,44
2018-07;"Solde";"Suisse";-0,12
2018-08;"Solde";"Suisse";0,15
2018-09;"Solde";"Suisse";0,18
2018-10;"Solde";"Suisse";1,5
2018-11;"Solde";"Suisse";0,57
2018-12;"Solde";"Suisse";1,38
2019-01;"Solde";"Suisse";0,95
2019-02;"Solde";"Suisse";1,41
2019-03;"Solde";"Suisse";1,63
2019-04;"Solde";"Suisse";0,83
2019-05;"Solde";"Suisse";1,24
2019-06;"Solde";"Suisse";1,36
2019-07;"Solde";"Suisse";0,59
2019-08;"Solde";"Suisse";0,69
2019-09;"Solde";"Suisse";1,11
2019-10;"Solde";"Suisse";1,1
2019-11;"Solde";"Suisse";0,73
2019-12;"Solde";"Suisse";1,49
2020-01;"Solde";"Suisse";1,55
2020-02;"Solde";"Suisse";1,91
2020-03;"Solde";"Suisse";1,7
2020-04;"Solde";"Suisse";1,49
2020-05;"Solde";"Suisse";1,42
2020-06;"Solde";"Suisse";0,7
2020-07;"Solde";"Suisse";0,22
2020-08;"Solde";"Suisse";0,08
2020-09;"Solde";"Suisse";-0,08
2020-10;"Solde";"Suisse";0,7
2020-11;"Solde";"Suisse";1,68
2020-12;"Solde";"Suisse";1,83
2021-01;"Solde";"Suisse";1,18
2021-02;"Solde";"Suisse";1,36
2021-03;"Solde";"Suisse";1,49
2021-04;"Solde";"Suisse";0,86
2021-05;"Solde";"Suisse";1,05
2021-06;"Solde";"Suisse";1,14
2021-07;"Solde";"Suisse";1,35
2021-08;"Solde";"Suisse";1,39
2021-09;"Solde";"Suisse";1,28
2021-10;"Solde";"Suisse";1,87
2021-11;"Solde";"Suisse";1,51
2021-12;"Solde";"Suisse";1,1
2022-01;"Solde";"Suisse";1,33
2022-02;"Solde";"Suisse";1,71
2022-03;"Solde";"Suisse";1,18
2022-04;"Solde";"Suisse";0,55
2022-05;"Solde";"Suisse";0,65
2022-06;"Solde";"Suisse";0,76
2022-07;"Solde";"Suisse";0,2
2022-08;"Solde";"Suisse";0,42
2022-09;"Solde";"Suisse";0,71
2022-10;"Solde";"Suisse";1,39
2022-11;"Solde";"Suisse";1,97
2022-12;"Solde";"Suisse";1,2
2023-01;"Solde";"Suisse";1,69
2023-02;"Solde";"Suisse";1,53
2023-03;"Solde";"Suisse";0,87
2023-04;"Solde";"Suisse";1,29
2023-05;"Solde";"Suisse";1,49
2023-06;"Solde";"Suisse";1,33
2023-07;"Solde";"Suisse";1,23
2023-08;"Solde";"Suisse";1,08
2023-09;"Solde";"Suisse";1,16
2023-10;"Solde";"Suisse";1,49
2023-11;"Solde";"Suisse";1,39
2023-12;"Solde";"Suisse";1,82
2024-01;"Solde";"Suisse";1,86
2024-02;"Solde";"Suisse";1,93
2024-03;"Solde";"Suisse";1,41
2024-04;"Solde";"Suisse";1,37
2024-05;"Solde";"Suisse";1,46
2024-06;"Solde";"Suisse";0,91
2005-01;"Exportations";"Toutes les frontières";5,53
2005-02;"Exportations";"Toutes les frontières";4,19
2005-03;"Exportations";"Toutes les frontières";5,01
2005-04;"Exportations";"Toutes les frontières";5,05
2005-05;"Exportations";"Toutes les frontières";6,65
2005-06;"Exportations";"Toutes les frontières";5,89
2005-07;"Exportations";"Toutes les frontières";5,11
2005-08;"Exportations";"Toutes les frontières";6,65
2005-09;"Exportations";"Toutes les frontières";5,69
2005-10;"Exportations";"Toutes les frontières";6,02
2005-11;"Exportations";"Toutes les frontières";5,66
2005-12;"Exportations";"Toutes les frontières";4,52
2006-01;"Exportations";"Toutes les frontières";4,01
2006-02;"Exportations";"Toutes les frontières";2,71
2006-03;"Exportations";"Toutes les frontières";3,86
2006-04;"Exportations";"Toutes les frontières";7,17
2006-05;"Exportations";"Toutes les frontières";7,11
2006-06;"Exportations";"Toutes les frontières";5,9
2006-07;"Exportations";"Toutes les frontières";4,99
2006-08;"Exportations";"Toutes les frontières";6,97
2006-09;"Exportations";"Toutes les frontières";6,95
2006-10;"Exportations";"Toutes les frontières";7,27
2006-11;"Exportations";"Toutes les frontières";6,61
2006-12;"Exportations";"Toutes les frontières";5,2
2007-01;"Exportations";"Toutes les frontières";5,81
2007-02;"Exportations";"Toutes les frontières";5,55
2007-03;"Exportations";"Toutes les frontières";6,2
2007-04;"Exportations";"Toutes les frontières";5,41
2007-05;"Exportations";"Toutes les frontières";5,75
2007-06;"Exportations";"Toutes les frontières";6,68
2007-07;"Exportations";"Toutes les frontières";5,67
2007-08;"Exportations";"Toutes les frontières";6,91
2007-09;"Exportations";"Toutes les frontières";5,37
2007-10;"Exportations";"Toutes les frontières";4,89
2007-11;"Exportations";"Toutes les frontières";3,32
2007-12;"Exportations";"Toutes les frontières";4,1
2008-01;"Exportations";"Toutes les frontières";5,42
2008-02;"Exportations";"Toutes les frontières";5,22
2008-03;"Exportations";"Toutes les frontières";4,47
2008-04;"Exportations";"Toutes les frontières";4,62
2008-05;"Exportations";"Toutes les frontières";5,89
2008-06;"Exportations";"Toutes les frontières";5,25
2008-07;"Exportations";"Toutes les frontières";5,09
2008-08;"Exportations";"Toutes les frontières";5,69
2008-09;"Exportations";"Toutes les frontières";3,99
2008-10;"Exportations";"Toutes les frontières";3,43
2008-11;"Exportations";"Toutes les frontières";4,63
2008-12;"Exportations";"Toutes les frontières";4,68
2009-01;"Exportations";"Toutes les frontières";4,55
2009-02;"Exportations";"Toutes les frontières";4,5
2009-03;"Exportations";"Toutes les frontières";5,45
2009-04;"Exportations";"Toutes les frontières";4,24
2009-05;"Exportations";"Toutes les frontières";5,11
2009-06;"Exportations";"Toutes les frontières";3,48
2009-07;"Exportations";"Toutes les frontières";3,34
2009-08;"Exportations";"Toutes les frontières";3,27
2009-09;"Exportations";"Toutes les frontières";2,97
2009-10;"Exportations";"Toutes les frontières";2,62
2009-11;"Exportations";"Toutes les frontières";3,79
2009-12;"Exportations";"Toutes les frontières";3,69
2010-01;"Exportations";"Toutes les frontières";3,15
2010-02;"Exportations";"Toutes les frontières";3,72
2010-03;"Exportations";"Toutes les frontières";4,5
2010-04;"Exportations";"Toutes les frontières";4,06
2010-05;"Exportations";"Toutes les frontières";3,49
2010-06;"Exportations";"Toutes les frontières";5,53
2010-07;"Exportations";"Toutes les frontières";5,01
2010-08;"Exportations";"Toutes les frontières";5,9
2010-09;"Exportations";"Toutes les frontières";4,24
2010-10;"Exportations";"Toutes les frontières";3,15
2010-11;"Exportations";"Toutes les frontières";4,05
2010-12;"Exportations";"Toutes les frontières";2,92
2011-01;"Exportations";"Toutes les frontières";4,99
2011-02;"Exportations";"Toutes les frontières";4,74
2011-03;"Exportations";"Toutes les frontières";5,56
2011-04;"Exportations";"Toutes les frontières";5,49
2011-05;"Exportations";"Toutes les frontières";5,56
2011-06;"Exportations";"Toutes les frontières";6,1
2011-07;"Exportations";"Toutes les frontières";6,14
2011-08;"Exportations";"Toutes les frontières";5,36
2011-09;"Exportations";"Toutes les frontières";4,44
2011-10;"Exportations";"Toutes les frontières";4,83
2011-11;"Exportations";"Toutes les frontières";4,86
2011-12;"Exportations";"Toutes les frontières";5,59
2012-01;"Exportations";"Toutes les frontières";6,22
2012-02;"Exportations";"Toutes les frontières";3,14
2012-03;"Exportations";"Toutes les frontières";5,73
2012-04;"Exportations";"Toutes les frontières";4,37
2012-05;"Exportations";"Toutes les frontières";4,81
2012-06;"Exportations";"Toutes les frontières";3,85
2012-07;"Exportations";"Toutes les frontières";3,65
2012-08;"Exportations";"Toutes les frontières";3,94
2012-09;"Exportations";"Toutes les frontières";4,41
2012-10;"Exportations";"Toutes les frontières";4,34
2012-11;"Exportations";"Toutes les frontières";4,91
2012-12;"Exportations";"Toutes les frontières";5
2013-01;"Exportations";"Toutes les frontières";4,5
2013-02;"Exportations";"Toutes les frontières";3,93
2013-03;"Exportations";"Toutes les frontières";3,41
2013-04;"Exportations";"Toutes les frontières";4,11
2013-05;"Exportations";"Toutes les frontières";5,9
2013-06;"Exportations";"Toutes les frontières";5,75
2013-07;"Exportations";"Toutes les frontières";5,58
2013-08;"Exportations";"Toutes les frontières";6,24
2013-09;"Exportations";"Toutes les frontières";4,96
2013-10;"Exportations";"Toutes les frontières";4,62
2013-11;"Exportations";"Toutes les frontières";3,99
2013-12;"Exportations";"Toutes les frontières";4,6
2014-01;"Exportations";"Toutes les frontières";6,43
2014-02;"Exportations";"Toutes les frontières";5,2
2014-03;"Exportations";"Toutes les frontières";5,26
2014-04;"Exportations";"Toutes les frontières";4,24
2014-05;"Exportations";"Toutes les frontières";6,37
2014-06;"Exportations";"Toutes les frontières";6,04
2014-07;"Exportations";"Toutes les frontières";7,93
2014-08;"Exportations";"Toutes les frontières";7,62
2014-09;"Exportations";"Toutes les frontières";5,33
2014-10;"Exportations";"Toutes les frontières";4,68
2014-11;"Exportations";"Toutes les frontières";5,94
2014-12;"Exportations";"Toutes les frontières";5,1
2015-01;"Exportations";"Toutes les frontières";5,84
2015-02;"Exportations";"Toutes les frontières";4,35
2015-03;"Exportations";"Toutes les frontières";4,86
2015-04;"Exportations";"Toutes les frontières";4,39
2015-05;"Exportations";"Toutes les frontières";6,01
2015-06;"Exportations";"Toutes les frontières";6,17
2015-07;"Exportations";"Toutes les frontières";6,38
2015-08;"Exportations";"Toutes les frontières";6,79
2015-09;"Exportations";"Toutes les frontières";5,32
2015-10;"Exportations";"Toutes les frontières";5,26
2015-11;"Exportations";"Toutes les frontières";6,65
2015-12;"Exportations";"Toutes les frontières";7,35
2016-01;"Exportations";"Toutes les frontières";6,81
2016-02;"Exportations";"Toutes les frontières";6,52
2016-03;"Exportations";"Toutes les frontières";5,77
2016-04;"Exportations";"Toutes les frontières";4,96
2016-05;"Exportations";"Toutes les frontières";5,7
2016-06;"Exportations";"Toutes les frontières";6,65
2016-07;"Exportations";"Toutes les frontières";4,99
2016-08;"Exportations";"Toutes les frontières";4,37
2016-09;"Exportations";"Toutes les frontières";3,92
2016-10;"Exportations";"Toutes les frontières";3,16
2016-11;"Exportations";"Toutes les frontières";3,32
2016-12;"Exportations";"Toutes les frontières";2,89
2017-01;"Exportations";"Toutes les frontières";2,33
2017-02;"Exportations";"Toutes les frontières";5,15
2017-03;"Exportations";"Toutes les frontières";7,41
2017-04;"Exportations";"Toutes les frontières";5,64
2017-05;"Exportations";"Toutes les frontières";6,23
2017-06;"Exportations";"Toutes les frontières";4,37
2017-07;"Exportations";"Toutes les frontières";5,28
2017-08;"Exportations";"Toutes les frontières";5,16
2017-09;"Exportations";"Toutes les frontières";5,25
2017-10;"Exportations";"Toutes les frontières";4,92
2017-11;"Exportations";"Toutes les frontières";3,56
2017-12;"Exportations";"Toutes les frontières";4,63
2018-01;"Exportations";"Toutes les frontières";7,93
2018-02;"Exportations";"Toutes les frontières";5,72
2018-03;"Exportations";"Toutes les frontières";5,61
2018-04;"Exportations";"Toutes les frontières";6,12
2018-05;"Exportations";"Toutes les frontières";8,16
2018-06;"Exportations";"Toutes les frontières";7,68
2018-07;"Exportations";"Toutes les frontières";6,53
2018-08;"Exportations";"Toutes les frontières";5,05
2018-09;"Exportations";"Toutes les frontières";5,9
2018-10;"Exportations";"Toutes les frontières";5,33
2018-11;"Exportations";"Toutes les frontières";3,65
2018-12;"Exportations";"Toutes les frontières";6,41
2019-01;"Exportations";"Toutes les frontières";4,53
2019-02;"Exportations";"Toutes les frontières";6,71
2019-03;"Exportations";"Toutes les frontières";7,64
2019-04;"Exportations";"Toutes les frontières";5,13
2019-05;"Exportations";"Toutes les frontières";7,43
2019-06;"Exportations";"Toutes les frontières";7,1
2019-07;"Exportations";"Toutes les frontières";5,92
2019-08;"Exportations";"Toutes les frontières";5,75
2019-09;"Exportations";"Toutes les frontières";5,4
2019-10;"Exportations";"Toutes les frontières";5,21
2019-11;"Exportations";"Toutes les frontières";3,95
2019-12;"Exportations";"Toutes les frontières";5,83
2020-01;"Exportations";"Toutes les frontières";6,01
2020-02;"Exportations";"Toutes les frontières";7,29
2020-03;"Exportations";"Toutes les frontières";6,93
2020-04;"Exportations";"Toutes les frontières";6,25
2020-05;"Exportations";"Toutes les frontières";6,69
2020-06;"Exportations";"Toutes les frontières";4,17
2020-07;"Exportations";"Toutes les frontières";3,13
2020-08;"Exportations";"Toutes les frontières";3,28
2020-09;"Exportations";"Toutes les frontières";2,23
2020-10;"Exportations";"Toutes les frontières";4,5
2020-11;"Exportations";"Toutes les frontières";6,24
2020-12;"Exportations";"Toutes les frontières";5,31
2021-01;"Exportations";"Toutes les frontières";5,35
2021-02;"Exportations";"Toutes les frontières";5,57
2021-03;"Exportations";"Toutes les frontières";5,75
2021-04;"Exportations";"Toutes les frontières";4,53
2021-05;"Exportations";"Toutes les frontières";6,99
2021-06;"Exportations";"Toutes les frontières";7,31
2021-07;"Exportations";"Toutes les frontières";7,77
2021-08;"Exportations";"Toutes les frontières";7,88
2021-09;"Exportations";"Toutes les frontières";6,32
2021-10;"Exportations";"Toutes les frontières";5,85
2021-11;"Exportations";"Toutes les frontières";3,41
2021-12;"Exportations";"Toutes les frontières";2,93
2022-01;"Exportations";"Toutes les frontières";3,51
2022-02;"Exportations";"Toutes les frontières";5,13
2022-03;"Exportations";"Toutes les frontières";3,33
2022-04;"Exportations";"Toutes les frontières";2,73
2022-05;"Exportations";"Toutes les frontières";3,77
2022-06;"Exportations";"Toutes les frontières";2,76
2022-07;"Exportations";"Toutes les frontières";2,33
2022-08;"Exportations";"Toutes les frontières";1,88
2022-09;"Exportations";"Toutes les frontières";2,59
2022-10;"Exportations";"Toutes les frontières";4,19
2022-11;"Exportations";"Toutes les frontières";4,5
2022-12;"Exportations";"Toutes les frontières";3,76
2023-01;"Exportations";"Toutes les frontières";5,65
2023-02;"Exportations";"Toutes les frontières";5,13
2023-03;"Exportations";"Toutes les frontières";5,07
2023-04;"Exportations";"Toutes les frontières";5,27
2023-05;"Exportations";"Toutes les frontières";8
2023-06;"Exportations";"Toutes les frontières";5,87
2023-07;"Exportations";"Toutes les frontières";5,9
2023-08;"Exportations";"Toutes les frontières";5,52
2023-09;"Exportations";"Toutes les frontières";6,37
2023-10;"Exportations";"Toutes les frontières";7,64
2023-11;"Exportations";"Toutes les frontières";6,91
2023-12;"Exportations";"Toutes les frontières";7,49
2024-01;"Exportations";"Toutes les frontières";7,75
2024-02;"Exportations";"Toutes les frontières";8,72
2024-03;"Exportations";"Toutes les frontières";8,27
2024-04;"Exportations";"Toutes les frontières";6,86
2024-05;"Exportations";"Toutes les frontières";9,93
2024-06;"Exportations";"Toutes les frontières";9,1
2005-01;"Importations";"Toutes les frontières";-0,81
2005-02;"Importations";"Toutes les frontières";-1,44
2005-03;"Importations";"Toutes les frontières";-1,33
2005-04;"Importations";"Toutes les frontières";-0,7
2005-05;"Importations";"Toutes les frontières";-0,12
2005-06;"Importations";"Toutes les frontières";-0,15
2005-07;"Importations";"Toutes les frontières";-0,67
2005-08;"Importations";"Toutes les frontières";-0,01
2005-09;"Importations";"Toutes les frontières";-0,12
2005-10;"Importations";"Toutes les frontières";-0,27
2005-11;"Importations";"Toutes les frontières";-0,38
2005-12;"Importations";"Toutes les frontières";-1,38
2006-01;"Importations";"Toutes les frontières";-1,36
2006-02;"Importations";"Toutes les frontières";-1,87
2006-03;"Importations";"Toutes les frontières";-1,4
2006-04;"Importations";"Toutes les frontières";-0,08
2006-05;"Importations";"Toutes les frontières";-0,04
2006-06;"Importations";"Toutes les frontières";-0,11
2006-07;"Importations";"Toutes les frontières";-0,19
2006-08;"Importations";"Toutes les frontières";-0,03
2006-09;"Importations";"Toutes les frontières";-0,08
2006-10;"Importations";"Toutes les frontières";-0,07
2006-11;"Importations";"Toutes les frontières";-0,25
2006-12;"Importations";"Toutes les frontières";-1,38
2007-01;"Importations";"Toutes les frontières";-1,1
2007-02;"Importations";"Toutes les frontières";-0,51
2007-03;"Importations";"Toutes les frontières";-0,72
2007-04;"Importations";"Toutes les frontières";-0,89
2007-05;"Importations";"Toutes les frontières";-0,24
2007-06;"Importations";"Toutes les frontières";-0,06
2007-07;"Importations";"Toutes les frontières";-0,1
2007-08;"Importations";"Toutes les frontières";-0,02
2007-09;"Importations";"Toutes les frontières";-0,24
2007-10;"Importations";"Toutes les frontières";-1,04
2007-11;"Importations";"Toutes les frontières";-2,8
2007-12;"Importations";"Toutes les frontières";-2,55
2008-01;"Importations";"Toutes les frontières";-1,24
2008-02;"Importations";"Toutes les frontières";-1,02
2008-03;"Importations";"Toutes les frontières";-1,53
2008-04;"Importations";"Toutes les frontières";-0,97
2008-05;"Importations";"Toutes les frontières";-0,21
2008-06;"Importations";"Toutes les frontières";-0,19
